320872187,1 (2) [15] {4},2 (2) [11] {1},1 (3) [10] {2},4 (4) [20] {1},2 (2) [4] {1},1 (2) [13] {3},3 (1) [1] {3},1 (1) [2] {1},2 (2) [8] {1},2 (2) [14] {1},1 (3) [18] {3},2 (2) [5] {1},4 (4) [9] {1},1 (1) [19] {1},4 (4) [6] {1},1 (1) [3] {1},1 (1) [12] {1},3 (3) [7] {1},1 (1) [17] {1},2 (3) [16] {3}
314686288,2 (2) [1] {1},1 (1) [4] {1},2 (2) [18] {1},2 (2) [6] {1},1 (1) [7] {1},3 (3) [19] {1},1 (3) [10] {4},1 (1) [8] {1},4 (4) [16] {1},3 (3) [5] {1},2 (2) [2] {1},4 (4) [3] {1},1 (1) [9] {1},3 (4) [15] {3},4 (4) [13] {1},2 (2) [11] {1},3 (3) [20] {1},3 (3) [17] {1},2 (2) [14] {1},3 (3) [12] {1}
53079125,2 (2) [12] {1},1 (2) [15] {4},3 (3) [11] {1},3 (1) [16] {4},4 (4) [9] {1},2 (3) [18] {2},3 (3) [17] {1},3 (3) [3] {1},3 (4) [14] {2},2 (4) [13] {2},3 (3) [19] {1},4 (4) [6] {1},4 (4) [7] {1},4 (2) [2] {4},1 (1) [1] {1},3 (3) [5] {1},2 (2) [4] {1},2 (3) [10] {4},1 (1) [20] {1},4 (4) [8] {1}
315396184,1 (1) [15] {1},4 (2) [16] {3},3 (3) [3] {1},1 (1) [17] {1},1 (1) [13] {1},4 (4) [7] {1},2 (2) [8] {1},4 (4) [19] {1},4 (2) [6] {4},3 (3) [1] {1},3 (3) [9] {1},2 (4) [14] {4},3 (3) [18] {1},4 (2) [4] {4},2 (4) [10] {2},2 (2) [11] {1},2 (2) [20] {1},3 (1) [2] {4},1 (1) [5] {1},4 (4) [12] {1}
318917879,2 (3) [2] {4},4 (4) [5] {1},1 (1) [12] {1},2 (2) [1] {1},3 (3) [20] {1},2 (2) [13] {1},4 (4) [18] {1},4 (4) [15] {1},2 (2) [9] {1},3 (3) [16] {1},3 (3) [8] {1},4 (4) [19] {1},3 (3) [17] {1},1 (2) [11] {2},2 (1) [10] {3},2 (2) [7] {1},1 (1) [6] {1},2 (2) [14] {1},2 (2) [3] {1},1 (1) [4] {1}
318998317,2 (2) [13] {1},1 (1) [18] {1},3 (3) [19] {1},1 (1) [2] {1},1 (1) [4] {1},1 (1) [7] {1},2 (2) [6] {1},3 (3) [5] {1},3 (3) [10] {1},2 (2) [9] {1},3 (3) [12] {1},3 (3) [17] {1},1 (1) [11] {1},2 (2) [3] {1},2 (2) [15] {1},1 (1) [8] {1},4 (4) [16] {1},4 (4) [1] {1},4 (4) [20] {1},1 (2) [14] {3}
209135227,2 (2) [16] {1},3 (3) [9] {1},4 (4) [20] {1},3 (3) [15] {1},2 (2) [19] {1},2 (2) [13] {1},2 (2) [2] {1},2 (2) [12] {1},4 (4) [8] {1},4 (4) [3] {1},1 (1) [4] {1},1 (1) [1] {1},4 (4) [5] {1},3 (3) [18] {1},3 (2) [10] {3},4 (4) [7] {1},3 (3) [6] {1},2 (2) [17] {1},4 (1) [11] {4},1 (3) [14] {2}
209784636,2 (4) [14] {2},2 (2) [16] {1},4 (3) [8] {2},1 (1) [17] {1},1 (1) [7] {1},1 (1) [1] {1},1 (4) [15] {3},3 (3) [6] {1},2 (2) [9] {1},4 (4) [2] {1},1 (1) [20] {1},4 (1) [11] {4},3 (3) [19] {1},1 (1) [18] {1},2 (2) [12] {1},3 (3) [13] {1},3 (3) [3] {1},1 (1) [4] {1},4 (2) [5] {2},4 (4) [10] {1}
322270414,2 (1) [3] {2},4 (2) [5] {4},3 (2) [4] {3},4 (2) [16] {2},2 (2) [12] {1},3 (1) [11] {3},3 (1) [15] {2},3 (3) [10] {1},4 (4) [19] {1},2 (2) [20] {1},4 (4) [13] {1},1 (2) [6] {4},2 (1) [2] {3},2 (4) [14] {4},4 (1) [8] {4},4 (4) [9] {1},2 (2) [18] {1},1 (1) [7] {1},3 (3) [17] {1},2 (2) [1] {1}
208598599,2 (1) [15] {3},4 (4) [9] {1},3 (1) [18] {2},3 (2) [7] {4},4 (1) [6] {4},2 (1) [12] {3},3 (3) [5] {1},2 (2) [16] {1},4 (4) [4] {1},4 (3) [8] {4},3 (1) [11] {2},3 (2) [10] {2},1 (1) [13] {1},3 (3) [17] {1},2 (2) [1] {1},3 (1) [2] {4},2 (2) [3] {1},3 (3) [20] {1},2 (2) [19] {1},2 (3) [14] {4}
313515942,4 (4) [17] {1},1 (1) [20] {1},2 (2) [8] {1},2 (2) [15] {1},2 (2) [19] {1},2 (2) [13] {1},4 (4) [9] {1},3 (3) [10] {1},3 (3) [1] {1},1 (1) [11] {1},1 (1) [5] {1},2 (2) [18] {1},1 (1) [3] {1},2 (2) [7] {1},3 (3) [4] {1},3 (3) [12] {1},3 (3) [6] {1},4 (3) [16] {2},3 (3) [2] {1},4 (4) [14] {1}
207740085,4 (4) [17] {1},2 (1) [2] {4},3 (3) [1] {1},1 (1) [8] {1},2 (2) [15] {1},2 (3) [10] {4},4 (4) [13] {1},2 (2) [3] {1},4 (4) [7] {1},3 (3) [6] {1},2 (2) [18] {1},3 (3) [20] {1},2 (2) [14] {1},1 (4) [12] {4},1 (4) [11] {2},2 (2) [5] {1},4 (4) [9] {1},3 (3) [19] {1},3 (3) [16] {1},4 (4) [4] {1}
208213512,2 (4) [5] {4},4 (4) [6] {1},2 (2) [19] {1},3 (3) [3] {1},1 (1) [2] {1},3 (3) [4] {1},2 (2) [12] {1},2 (3) [10] {2},3 (3) [13] {1},4 (4) [9] {1},2 (2) [11] {1},3 (3) [20] {1},2 (2) [8] {1},2 (2) [17] {1},1 (1) [16] {1},4 (2) [14] {4},3 (3) [1] {1},2 (2) [18] {1},2 (2) [15] {1},4 (4) [7] {1}
208069039,1 (1) [19] {1},2 (2) [18] {1},2 (2) [8] {1},3 (2) [9] {3},2 (2) [5] {1},4 (4) [20] {1},4 (4) [12] {1},2 (4) [2] {2},2 (3) [16] {2},1 (1) [7] {1},1 (2) [1] {3},2 (2) [4] {1},2 (1) [15] {4},2 (1) [10] {4},4 (2) [6] {4},3 (2) [11] {4},4 (4) [14] {1},3 (2) [13] {2},2 (2) [17] {1},3 (3) [3] {1}
207267550,2 (1) [7] {3},3 (4) [13] {2},3 (3) [17] {1},3 (1) [9] {3},1 (3) [1] {2},1 (1) [19] {1},2 (1) [6] {4},1 (4) [12] {3},1 (1) [20] {1},2 (4) [5] {3},4 (4) [15] {1},1 (4) [2] {3},4 (2) [16] {2},4 (3) [10] {4},3 (1) [3] {4},1 (1) [18] {1},2 (2) [8] {1},3 (4) [4] {3},1 (1) [11] {1},4 (2) [14] {4}
